nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE3785539,1080339.0,Golf de Garonne,Parking public,5 Allee Charles Gandia 31100 Toulouse,31555.0,"[1.407644, 43.628261]",8,DKMONE3785718,3060754.5,11.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Su 08:00-19:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50098049878221,2024-10-24,Inconnu,2024-10-24,Inconnu,2024-12-20T06:15:33.880000+00:00,6763fb30168ecaa13a086b0c,a9352425-5392-4028-b02d-fcc88b856a0e,solveo-energies,2024-12-19T10:53:36.428000+00:00,1.407644,43.628261,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE3785539,1080339.0,Golf de Garonne,Parking public,5 Allee Charles Gandia 31100 Toulouse,31555.0,"[1.407644, 43.628261]",8,DKMONE3785899,3060754.5,11.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Su 08:00-19:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50098049878221,2024-10-24,Inconnu,2024-10-24,Inconnu,2024-12-20T06:15:33.880000+00:00,6763fb30168ecaa13a086b0c,a9352425-5392-4028-b02d-fcc88b856a0e,solveo-energies,2024-12-19T10:53:36.428000+00:00,1.407644,43.628261,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE3785539,1080339.0,Golf de Garonne,Parking public,5 Allee Charles Gandia 31100 Toulouse,31555.0,"[1.407644, 43.628261]",8,DKMONE3785900,3060754.5,11.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Su 08:00-19:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50098049878221,2024-10-24,Inconnu,2024-10-24,Inconnu,2024-12-20T06:15:33.880000+00:00,6763fb30168ecaa13a086b0c,a9352425-5392-4028-b02d-fcc88b856a0e,solveo-energies,2024-12-19T10:53:36.428000+00:00,1.407644,43.628261,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE3785539,1080339.0,Golf de Garonne,Parking public,5 Allee Charles Gandia 31100 Toulouse,31555.0,"[1.407644, 43.628261]",8,DKMONE3785901,3060754.5,11.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Su 08:00-19:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50098049878221,2024-10-24,Inconnu,2024-10-24,Inconnu,2024-12-20T06:15:33.880000+00:00,6763fb30168ecaa13a086b0c,a9352425-5392-4028-b02d-fcc88b856a0e,solveo-energies,2024-12-19T10:53:36.428000+00:00,1.407644,43.628261,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE3785539,1080339.0,Golf de Garonne,Parking public,5 Allee Charles Gandia 31100 Toulouse,31555.0,"[1.407644, 43.628261]",8,DKMONE3785902,3060754.5,11.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Su 08:00-19:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50098049878221,2024-10-24,Inconnu,2024-10-24,Inconnu,2024-12-20T06:15:33.880000+00:00,6763fb30168ecaa13a086b0c,a9352425-5392-4028-b02d-fcc88b856a0e,solveo-energies,2024-12-19T10:53:36.428000+00:00,1.407644,43.628261,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE3785539,1080339.0,Golf de Garonne,Parking public,5 Allee Charles Gandia 31100 Toulouse,31555.0,"[1.407644, 43.628261]",8,DKMONE3785915,3060754.5,11.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Su 08:00-19:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50098049878221,2024-10-24,Inconnu,2024-10-24,Inconnu,2024-12-20T06:15:33.880000+00:00,6763fb30168ecaa13a086b0c,a9352425-5392-4028-b02d-fcc88b856a0e,solveo-energies,2024-12-19T10:53:36.428000+00:00,1.407644,43.628261,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE4198725,1080339.0,Brasserie Stade Toulousain,Parking priv\'e9 \'e0 usage public,114 Rue des Tro\'e8nes 31200 Toulouse,31555.0,"[1.413705, 43.621588]",9,DKMONE4198725,3060754.5,22.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Sun 09:00-21:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50024245624289,2023-12-05,Inconnu,2025-01-28,Inconnu,2025-01-28T15:47:22.696000+00:00,6798fc093474c209ffba0301,004e0df1-d82d-4163-83ed-333c45b9f6d0,solveo-energies,2025-01-28T15:47:22.339000+00:00,1.413705,43.621588,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE4198726,1080339.0,Brasserie Stade Toulousain,Parking priv\'e9 \'e0 usage public,114 Rue des Tro\'e8nes 31200 Toulouse,31555.0,"[1.413705, 43.621588]",9,DKMONE4198726,3060754.5,22.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Sun 09:00-21:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50024245624289,2023-12-05,Inconnu,2025-01-28,Inconnu,2025-01-28T15:47:22.696000+00:00,6798fc093474c209ffba0301,004e0df1-d82d-4163-83ed-333c45b9f6d0,solveo-energies,2025-01-28T15:47:22.339000+00:00,1.413705,43.621588,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE4198728,1080339.0,Brasserie Stade Toulousain,Parking priv\'e9 \'e0 usage public,114 Rue des Tro\'e8nes 31200 Toulouse,31555.0,"[1.413705, 43.621588]",9,DKMONE4198728,3060754.5,60.0,False,False,True,False,False,False,True,False,False,"0,49 \'80/kWh",Acc\'e8s libre,False,Mo-Sun 09:00-21:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50024245624289,2023-12-05,Inconnu,2025-01-28,Inconnu,2025-01-28T15:47:22.696000+00:00,6798fc093474c209ffba0301,004e0df1-d82d-4163-83ed-333c45b9f6d0,solveo-energies,2025-01-28T15:47:22.339000+00:00,1.413705,43.621588,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE4198730,1080339.0,Brasserie Stade Toulousain,Parking priv\'e9 \'e0 usage public,114 Rue des Tro\'e8nes 31200 Toulouse,31555.0,"[1.413705, 43.621588]",9,DKMONE4198730,3060754.5,22.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Sun 09:00-21:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50024245624289,2023-12-05,Inconnu,2025-01-28,Inconnu,2025-01-28T15:47:22.696000+00:00,6798fc093474c209ffba0301,004e0df1-d82d-4163-83ed-333c45b9f6d0,solveo-energies,2025-01-28T15:47:22.339000+00:00,1.413705,43.621588,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE4198735,1080339.0,Brasserie Stade Toulousain,Parking priv\'e9 \'e0 usage public,114 Rue des Tro\'e8nes 31200 Toulouse,31555.0,"[1.413705, 43.621588]",9,DKMONE4198735,3060754.5,60.0,False,False,True,False,False,False,True,False,False,"0,49 \'80/kWh",Acc\'e8s libre,False,Mo-Sun 09:00-21:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50024245624289,2023-12-05,Inconnu,2025-01-28,Inconnu,2025-01-28T15:47:22.696000+00:00,6798fc093474c209ffba0301,004e0df1-d82d-4163-83ed-333c45b9f6d0,solveo-energies,2025-01-28T15:47:22.339000+00:00,1.413705,43.621588,31670.0,Toulouse,True,True,False\
SOLVEO ENERGIES,508886132.0,bornes@solveo-energies.com,SOLVEO ENERGIES,bornes@solveo-energies.com,05 32 98 01 58,SOLVEO ENERGIES,DKMONE4198741,1080339.0,Brasserie Stade Toulousain,Parking priv\'e9 \'e0 usage public,114 Rue des Tro\'e8nes 31200 Toulouse,31555.0,"[1.413705, 43.621588]",9,DKMONE4198741,3060754.5,22.0,False,True,False,False,False,False,True,False,False,"0,38 \'80/kWh",Acc\'e8s libre,False,Mo-Sun 09:00-21:00,Accessible mais non r\'e9serv\'e9 PMR,Sans restriction,False,Direct,50024245624289,2023-12-05,Inconnu,2025-01-28,Inconnu,2025-01-28T15:47:22.696000+00:00,6798fc093474c209ffba0301,004e0df1-d82d-4163-83ed-333c45b9f6d0,solveo-energies,2025-01-28T15:47:22.339000+00:00,1.413705,43.621588,31670.0,Toulouse,True,True,False\
